method,baseline,query_id,k,stratum,n_pairs,n_judged,n_unjudged,n_explicit_minus1,n_relevant_strict,n_relevant_relaxed,judged_fraction,hole_fraction,observed_precision_strict,observed_precision_relaxed
direct_mmr_rerank,bm25,41,50,method_only,47,15,32,0,4,4,0.31914893617,0.68085106383,0.0851063829787,0.0851063829787
direct_mmr_rerank,bm25,41,50,bm25_only,47,45,2,0,31,35,0.957446808511,0.0425531914894,0.659574468085,0.744680851064
direct_mmr_rerank,bm25,42,50,shared,1,1,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,42,50,method_only,49,12,37,0,2,2,0.244897959184,0.755102040816,0.0408163265306,0.0408163265306
direct_mmr_rerank,bm25,42,50,bm25_only,49,49,0,0,34,38,1,0,0.69387755102,0.775510204082
direct_mmr_rerank,bm25,43,50,shared,9,9,0,0,4,5,1,0,0.444444444444,0.555555555556
direct_mmr_rerank,bm25,43,50,method_only,41,24,17,0,8,10,0.585365853659,0.414634146341,0.19512195122,0.243902439024
direct_mmr_rerank,bm25,43,50,bm25_only,41,41,0,0,33,36,1,0,0.80487804878,0.878048780488
direct_mmr_rerank,bm25,44,50,shared,2,2,0,0,0,1,1,0,0,0.5
direct_mmr_rerank,bm25,44,50,method_only,48,13,35,0,4,5,0.270833333333,0.729166666667,0.0833333333333,0.104166666667
direct_mmr_rerank,bm25,44,50,bm25_only,48,43,5,0,29,34,0.895833333333,0.104166666667,0.604166666667,0.708333333333
direct_mmr_rerank,bm25,45,50,shared,6,5,1,0,0,3,0.833333333333,0.166666666667,0,0.5
direct_mmr_rerank,bm25,45,50,method_only,44,20,24,0,5,12,0.454545454545,0.545454545455,0.113636363636,0.272727272727
direct_mmr_rerank,bm25,45,50,bm25_only,44,41,3,0,19,37,0.931818181818,0.0681818181818,0.431818181818,0.840909090909
direct_mmr_rerank,bm25,46,50,shared,9,9,0,0,2,2,1,0,0.222222222222,0.222222222222
direct_mmr_rerank,bm25,46,50,method_only,41,9,32,0,1,1,0.219512195122,0.780487804878,0.0243902439024,0.0243902439024
direct_mmr_rerank,bm25,46,50,bm25_only,41,41,0,0,20,28,1,0,0.487804878049,0.682926829268
direct_mmr_rerank,bm25,47,50,shared,9,3,6,0,0,0,0.333333333333,0.666666666667,0,0
direct_mmr_rerank,bm25,47,50,method_only,41,11,30,0,0,1,0.268292682927,0.731707317073,0,0.0243902439024
direct_mmr_rerank,bm25,47,50,bm25_only,41,27,14,0,13,17,0.658536585366,0.341463414634,0.317073170732,0.414634146341
direct_mmr_rerank,bm25,48,50,shared,2,1,1,0,0,1,0.5,0.5,0,0.5
direct_mmr_rerank,bm25,48,50,method_only,48,11,37,0,3,8,0.229166666667,0.770833333333,0.0625,0.166666666667
direct_mmr_rerank,bm25,48,50,bm25_only,48,27,21,0,20,25,0.5625,0.4375,0.416666666667,0.520833333333
direct_mmr_rerank,bm25,49,50,shared,3,3,0,0,0,0,1,0,0,0
direct_mmr_rerank,bm25,49,50,method_only,47,13,34,0,3,4,0.276595744681,0.723404255319,0.063829787234,0.0851063829787
direct_mmr_rerank,bm25,49,50,bm25_only,47,43,4,0,5,13,0.914893617021,0.0851063829787,0.106382978723,0.276595744681
direct_mmr_rerank,bm25,50,50,shared,6,5,1,0,1,1,0.833333333333,0.166666666667,0.166666666667,0.166666666667
direct_mmr_rerank,bm25,50,50,method_only,44,20,24,0,1,3,0.454545454545,0.545454545455,0.0227272727273,0.0681818181818
direct_mmr_rerank,bm25,50,50,bm25_only,44,35,9,0,7,16,0.795454545455,0.204545454545,0.159090909091,0.363636363636
direct_mmr_rerank,bm25,1,100,shared,15,6,9,0,0,3,0.4,0.6,0,0.2
direct_mmr_rerank,bm25,1,100,method_only,85,14,71,0,1,4,0.164705882353,0.835294117647,0.0117647058824,0.0470588235294
direct_mmr_rerank,bm25,1,100,bm25_only,85,48,37,0,14,28,0.564705882353,0.435294117647,0.164705882353,0.329411764706
direct_mmr_rerank,bm25,2,100,shared,20,13,7,0,0,2,0.65,0.35,0,0.1
direct_mmr_rerank,bm25,2,100,method_only,80,16,64,0,2,4,0.2,0.8,0.025,0.05
direct_mmr_rerank,bm25,2,100,bm25_only,80,65,15,0,37,41,0.8125,0.1875,0.4625,0.5125
direct_mmr_rerank,bm25,3,100,shared,15,6,9,0,2,3,0.4,0.6,0.133333333333,0.2
direct_mmr_rerank,bm25,3,100,method_only,85,24,61,0,3,9,0.282352941176,0.717647058824,0.0352941176471,0.105882352941
direct_mmr_rerank,bm25,3,100,bm25_only,85,72,13,0,26,45,0.847058823529,0.152941176471,0.305882352941,0.529411764706
direct_mmr_rerank,bm25,4,100,shared,13,5,8,0,2,3,0.384615384615,0.615384615385,0.153846153846,0.230769230769
direct_mmr_rerank,bm25,4,100,method_only,87,18,69,0,3,7,0.206896551724,0.793103448276,0.0344827586207,0.0804597701149
direct_mmr_rerank,bm25,4,100,bm25_only,87,64,23,0,16,23,0.735632183908,0.264367816092,0.183908045977,0.264367816092
direct_mmr_rerank,bm25,5,100,shared,3,1,2,0,0,1,0.333333333333,0.666666666667,0,0.333333333333
direct_mmr_rerank,bm25,5,100,method_only,97,28,69,0,9,17,0.288659793814,0.711340206186,0.0927835051546,0.175257731959
direct_mmr_rerank,bm25,5,100,bm25_only,97,70,27,0,27,55,0.721649484536,0.278350515464,0.278350515464,0.567010309278
direct_mmr_rerank,bm25,6,100,shared,13,7,6,0,4,5,0.538461538462,0.461538461538,0.307692307692,0.384615384615
direct_mmr_rerank,bm25,6,100,method_only,87,33,54,0,19,23,0.379310344828,0.620689655172,0.218390804598,0.264367816092
direct_mmr_rerank,bm25,6,100,bm25_only,87,60,27,0,48,55,0.689655172414,0.310344827586,0.551724137931,0.632183908046
direct_mmr_rerank,bm25,7,100,shared,14,12,2,0,3,4,0.857142857143,0.142857142857,0.214285714286,0.285714285714
direct_mmr_rerank,bm25,7,100,method_only,86,26,60,0,12,12,0.302325581395,0.697674418605,0.139534883721,0.139534883721
direct_mmr_rerank,bm25,7,100,bm25_only,86,76,10,0,49,53,0.883720930233,0.116279069767,0.56976744186,0.616279069767
direct_mmr_rerank,bm25,8,100,shared,19,8,11,0,2,3,0.421052631579,0.578947368421,0.105263157895,0.157894736842
direct_mmr_rerank,bm25,8,100,method_only,81,18,63,0,6,9,0.222222222222,0.777777777778,0.0740740740741,0.111111111111
direct_mmr_rerank,bm25,8,100,bm25_only,81,53,28,0,27,40,0.654320987654,0.345679012346,0.333333333333,0.493827160494
direct_mmr_rerank,bm25,9,100,shared,13,9,4,0,2,2,0.692307692308,0.307692307692,0.153846153846,0.153846153846
direct_mmr_rerank,bm25,9,100,method_only,87,13,74,0,2,3,0.149425287356,0.850574712644,0.0229885057471,0.0344827586207
direct_mmr_rerank,bm25,9,100,bm25_only,87,79,8,0,15,28,0.908045977011,0.0919540229885,0.172413793103,0.32183908046
direct_mmr_rerank,bm25,10,100,shared,7,4,3,0,1,2,0.571428571429,0.428571428571,0.142857142857,0.285714285714
direct_mmr_rerank,bm25,10,100,method_only,93,28,65,0,7,10,0.301075268817,0.698924731183,0.0752688172043,0.10752688172
direct_mmr_rerank,bm25,10,100,bm25_only,93,85,8,0,41,68,0.913978494624,0.0860215053763,0.440860215054,0.731182795699
direct_mmr_rerank,bm25,11,100,shared,12,10,2,0,1,2,0.833333333333,0.166666666667,0.0833333333333,0.166666666667
direct_mmr_rerank,bm25,11,100,method_only,88,25,63,0,5,13,0.284090909091,0.715909090909,0.0568181818182,0.147727272727
direct_mmr_rerank,bm25,11,100,bm25_only,88,75,13,0,19,32,0.852272727273,0.147727272727,0.215909090909,0.363636363636
direct_mmr_rerank,bm25,12,100,shared,14,7,7,0,1,6,0.5,0.5,0.0714285714286,0.428571428571
direct_mmr_rerank,bm25,12,100,method_only,86,20,66,0,6,12,0.232558139535,0.767441860465,0.0697674418605,0.139534883721
direct_mmr_rerank,bm25,12,100,bm25_only,86,71,15,0,12,37,0.825581395349,0.174418604651,0.139534883721,0.43023255814
direct_mmr_rerank,bm25,13,100,shared,7,5,2,0,1,2,0.714285714286,0.285714285714,0.142857142857,0.285714285714
direct_mmr_rerank,bm25,13,100,method_only,93,25,68,0,4,14,0.268817204301,0.731182795699,0.0430107526882,0.150537634409
direct_mmr_rerank,bm25,13,100,bm25_only,93,72,21,0,27,56,0.774193548387,0.225806451613,0.290322580645,0.602150537634
direct_mmr_rerank,bm25,14,100,shared,18,18,0,0,5,9,1,0,0.277777777778,0.5
direct_mmr_rerank,bm25,14,100,method_only,82,18,64,0,1,4,0.219512195122,0.780487804878,0.0121951219512,0.0487804878049
direct_mmr_rerank,bm25,14,100,bm25_only,82,78,4,0,30,56,0.951219512195,0.0487804878049,0.365853658537,0.682926829268
direct_mmr_rerank,bm25,15,100,shared,15,7,8,0,1,2,0.466666666667,0.533333333333,0.0666666666667,0.133333333333
direct_mmr_rerank,bm25,15,100,method_only,85,21,64,0,1,5,0.247058823529,0.752941176471,0.0117647058824,0.0588235294118
direct_mmr_rerank,bm25,15,100,bm25_only,85,42,43,0,3,5,0.494117647059,0.505882352941,0.0352941176471,0.0588235294118
direct_mmr_rerank,bm25,16,100,shared,14,9,5,0,1,1,0.642857142857,0.357142857143,0.0714285714286,0.0714285714286
direct_mmr_rerank,bm25,16,100,method_only,86,26,60,0,4,9,0.302325581395,0.697674418605,0.046511627907,0.104651162791
direct_mmr_rerank,bm25,16,100,bm25_only,86,53,33,0,9,17,0.616279069767,0.383720930233,0.104651162791,0.197674418605
direct_mmr_rerank,bm25,17,100,shared,8,7,1,0,1,1,0.875,0.125,0.125,0.125
direct_mmr_rerank,bm25,17,100,method_only,92,17,75,0,3,7,0.184782608696,0.815217391304,0.0326086956522,0.0760869565217
direct_mmr_rerank,bm25,17,100,bm25_only,92,71,21,0,26,56,0.771739130435,0.228260869565,0.282608695652,0.608695652174
direct_mmr_rerank,bm25,18,100,shared,5,5,0,0,2,4,1,0,0.4,0.8
direct_mmr_rerank,bm25,18,100,method_only,95,29,66,0,13,20,0.305263157895,0.694736842105,0.136842105263,0.210526315789
direct_mmr_rerank,bm25,18,100,bm25_only,95,83,12,0,45,71,0.873684210526,0.126315789474,0.473684210526,0.747368421053
direct_mmr_rerank,bm25,19,100,shared,16,11,5,0,1,4,0.6875,0.3125,0.0625,0.25
direct_mmr_rerank,bm25,19,100,method_only,84,26,58,0,0,3,0.309523809524,0.690476190476,0,0.0357142857143
direct_mmr_rerank,bm25,19,100,bm25_only,84,72,12,0,9,22,0.857142857143,0.142857142857,0.107142857143,0.261904761905
direct_mmr_rerank,bm25,20,100,shared,8,5,3,0,1,2,0.625,0.375,0.125,0.25
direct_mmr_rerank,bm25,20,100,method_only,92,32,60,0,12,24,0.347826086957,0.652173913043,0.130434782609,0.260869565217
direct_mmr_rerank,bm25,20,100,bm25_only,92,85,7,0,59,68,0.923913043478,0.0760869565217,0.641304347826,0.739130434783
direct_mmr_rerank,bm25,21,100,shared,13,9,4,0,1,1,0.692307692308,0.307692307692,0.0769230769231,0.0769230769231
direct_mmr_rerank,bm25,21,100,method_only,87,17,70,0,6,7,0.195402298851,0.804597701149,0.0689655172414,0.0804597701149
direct_mmr_rerank,bm25,21,100,bm25_only,87,70,17,0,41,44,0.804597701149,0.195402298851,0.471264367816,0.505747126437
direct_mmr_rerank,bm25,22,100,shared,15,7,8,0,2,3,0.466666666667,0.533333333333,0.133333333333,0.2
direct_mmr_rerank,bm25,22,100,method_only,85,16,69,0,4,10,0.188235294118,0.811764705882,0.0470588235294,0.117647058824
direct_mmr_rerank,bm25,22,100,bm25_only,85,66,19,0,47,59,0.776470588235,0.223529411765,0.552941176471,0.694117647059
direct_mmr_rerank,bm25,23,100,shared,10,4,6,0,0,0,0.4,0.6,0,0
direct_mmr_rerank,bm25,23,100,method_only,90,11,79,0,4,6,0.122222222222,0.877777777778,0.0444444444444,0.0666666666667
direct_mmr_rerank,bm25,23,100,bm25_only,90,64,26,0,40,52,0.711111111111,0.288888888889,0.444444444444,0.577777777778
direct_mmr_rerank,bm25,24,100,shared,11,8,3,0,2,3,0.727272727273,0.272727272727,0.181818181818,0.272727272727
direct_mmr_rerank,bm25,24,100,method_only,89,23,66,0,4,8,0.258426966292,0.741573033708,0.0449438202247,0.0898876404494
direct_mmr_rerank,bm25,24,100,bm25_only,89,76,13,0,57,67,0.85393258427,0.14606741573,0.640449438202,0.752808988764
direct_mmr_rerank,bm25,25,100,shared,8,7,1,0,3,3,0.875,0.125,0.375,0.375
direct_mmr_rerank,bm25,25,100,method_only,92,35,57,0,10,15,0.380434782609,0.619565217391,0.108695652174,0.163043478261
direct_mmr_rerank,bm25,25,100,bm25_only,92,59,33,0,11,14,0.641304347826,0.358695652174,0.119565217391,0.152173913043
direct_mmr_rerank,bm25,26,100,shared,8,3,5,0,1,1,0.375,0.625,0.125,0.125
direct_mmr_rerank,bm25,26,100,method_only,92,22,70,0,17,17,0.239130434783,0.760869565217,0.184782608696,0.184782608696
direct_mmr_rerank,bm25,26,100,bm25_only,92,59,33,0,39,43,0.641304347826,0.358695652174,0.423913043478,0.467391304348
direct_mmr_rerank,bm25,27,100,shared,7,6,1,0,6,6,0.857142857143,0.142857142857,0.857142857143,0.857142857143
direct_mmr_rerank,bm25,27,100,method_only,93,22,71,0,9,16,0.236559139785,0.763440860215,0.0967741935484,0.172043010753
direct_mmr_rerank,bm25,27,100,bm25_only,93,84,9,0,56,81,0.903225806452,0.0967741935484,0.602150537634,0.870967741935
direct_mmr_rerank,bm25,28,100,shared,4,2,2,0,0,0,0.5,0.5,0,0
direct_mmr_rerank,bm25,28,100,method_only,96,27,69,0,17,22,0.28125,0.71875,0.177083333333,0.229166666667
direct_mmr_rerank,bm25,28,100,bm25_only,96,82,14,0,71,74,0.854166666667,0.145833333333,0.739583333333,0.770833333333
direct_mmr_rerank,bm25,29,100,shared,7,6,1,0,3,4,0.857142857143,0.142857142857,0.428571428571,0.571428571429
direct_mmr_rerank,bm25,29,100,method_only,93,36,57,0,10,23,0.387096774194,0.612903225806,0.10752688172,0.247311827957
direct_mmr_rerank,bm25,29,100,bm25_only,93,90,3,0,43,60,0.967741935484,0.0322580645161,0.462365591398,0.645161290323
direct_mmr_rerank,bm25,30,100,shared,9,8,1,0,3,6,0.888888888889,0.111111111111,0.333333333333,0.666666666667
direct_mmr_rerank,bm25,30,100,method_only,91,17,74,0,11,13,0.186813186813,0.813186813187,0.120879120879,0.142857142857
direct_mmr_rerank,bm25,30,100,bm25_only,91,86,5,0,65,81,0.945054945055,0.0549450549451,0.714285714286,0.89010989011
direct_mmr_rerank,bm25,31,100,shared,16,15,1,0,0,1,0.9375,0.0625,0,0.0625
direct_mmr_rerank,bm25,31,100,method_only,84,22,62,0,3,5,0.261904761905,0.738095238095,0.0357142857143,0.0595238095238
direct_mmr_rerank,bm25,31,100,bm25_only,84,83,1,0,12,20,0.988095238095,0.0119047619048,0.142857142857,0.238095238095
direct_mmr_rerank,bm25,32,100,shared,15,14,1,0,4,5,0.933333333333,0.0666666666667,0.266666666667,0.333333333333
direct_mmr_rerank,bm25,32,100,method_only,85,5,80,0,1,2,0.0588235294118,0.941176470588,0.0117647058824,0.0235294117647
direct_mmr_rerank,bm25,32,100,bm25_only,85,64,21,0,9,12,0.752941176471,0.247058823529,0.105882352941,0.141176470588
direct_mmr_rerank,bm25,33,100,shared,9,5,4,0,0,0,0.555555555556,0.444444444444,0,0
direct_mmr_rerank,bm25,33,100,method_only,91,27,64,0,4,7,0.296703296703,0.703296703297,0.043956043956,0.0769230769231
direct_mmr_rerank,bm25,33,100,bm25_only,91,79,12,0,30,44,0.868131868132,0.131868131868,0.32967032967,0.483516483516
direct_mmr_rerank,bm25,34,100,shared,18,6,12,0,1,1,0.333333333333,0.666666666667,0.0555555555556,0.0555555555556
direct_mmr_rerank,bm25,34,100,method_only,82,15,67,0,5,6,0.182926829268,0.817073170732,0.0609756097561,0.0731707317073
direct_mmr_rerank,bm25,34,100,bm25_only,82,43,39,0,8,15,0.524390243902,0.475609756098,0.0975609756098,0.182926829268
direct_mmr_rerank,bm25,35,100,shared,12,7,5,0,1,1,0.583333333333,0.416666666667,0.0833333333333,0.0833333333333
direct_mmr_rerank,bm25,35,100,method_only,88,25,63,0,6,8,0.284090909091,0.715909090909,0.0681818181818,0.0909090909091
direct_mmr_rerank,bm25,35,100,bm25_only,88,77,11,0,42,44,0.875,0.125,0.477272727273,0.5
direct_mmr_rerank,bm25,36,100,shared,7,7,0,0,5,6,1,0,0.714285714286,0.857142857143
direct_mmr_rerank,bm25,36,100,method_only,93,44,49,0,30,33,0.47311827957,0.52688172043,0.322580645161,0.354838709677
direct_mmr_rerank,bm25,36,100,bm25_only,93,91,2,0,73,79,0.978494623656,0.0215053763441,0.784946236559,0.849462365591
direct_mmr_rerank,bm25,37,100,shared,6,6,0,0,3,4,1,0,0.5,0.666666666667
direct_mmr_rerank,bm25,37,100,method_only,94,40,54,0,14,17,0.425531914894,0.574468085106,0.148936170213,0.18085106383
direct_mmr_rerank,bm25,37,100,bm25_only,94,93,1,0,46,69,0.989361702128,0.0106382978723,0.489361702128,0.734042553191
direct_mmr_rerank,bm25,38,100,shared,22,18,4,0,4,5,0.818181818182,0.181818181818,0.181818181818,0.227272727273
direct_mmr_rerank,bm25,38,100,method_only,78,39,39,0,11,28,0.5,0.5,0.141025641026,0.358974358974
direct_mmr_rerank,bm25,38,100,bm25_only,78,67,11,0,32,50,0.858974358974,0.141025641026,0.410256410256,0.641025641026
direct_mmr_rerank,bm25,39,100,shared,6,6,0,0,1,5,1,0,0.166666666667,0.833333333333
direct_mmr_rerank,bm25,39,100,method_only,94,51,43,0,25,45,0.542553191489,0.457446808511,0.265957446809,0.478723404255
direct_mmr_rerank,bm25,39,100,bm25_only,94,94,0,0,63,92,1,0,0.670212765957,0.978723404255
direct_mmr_rerank,bm25,40,100,shared,6,6,0,0,5,6,1,0,0.833333333333,1
direct_mmr_rerank,bm25,40,100,method_only,94,48,46,0,16,22,0.510638297872,0.489361702128,0.170212765957,0.234042553191
direct_mmr_rerank,bm25,40,100,bm25_only,94,93,1,0,81,91,0.989361702128,0.0106382978723,0.86170212766,0.968085106383
direct_mmr_rerank,bm25,41,100,shared,14,13,1,0,5,5,0.928571428571,0.0714285714286,0.357142857143,0.357142857143
direct_mmr_rerank,bm25,41,100,method_only,86,24,62,0,2,3,0.279069767442,0.720930232558,0.0232558139535,0.0348837209302
direct_mmr_rerank,bm25,41,100,bm25_only,86,84,2,0,50,57,0.976744186047,0.0232558139535,0.581395348837,0.662790697674
direct_mmr_rerank,bm25,42,100,shared,9,7,2,0,2,3,0.777777777778,0.222222222222,0.222222222222,0.333333333333
direct_mmr_rerank,bm25,42,100,method_only,91,34,57,0,9,9,0.373626373626,0.626373626374,0.0989010989011,0.0989010989011
direct_mmr_rerank,bm25,42,100,bm25_only,91,88,3,0,59,66,0.967032967033,0.032967032967,0.648351648352,0.725274725275
direct_mmr_rerank,bm25,43,100,shared,22,21,1,0,10,11,0.954545454545,0.0454545454545,0.454545454545,0.5
direct_mmr_rerank,bm25,43,100,method_only,78,31,47,0,12,14,0.397435897436,0.602564102564,0.153846153846,0.179487179487
direct_mmr_rerank,bm25,43,100,bm25_only,78,78,0,0,59,67,1,0,0.75641025641,0.858974358974
direct_mmr_rerank,bm25,44,100,shared,14,11,3,0,5,8,0.785714285714,0.214285714286,0.357142857143,0.571428571429
direct_mmr_rerank,bm25,44,100,method_only,86,26,60,0,11,13,0.302325581395,0.697674418605,0.127906976744,0.151162790698
direct_mmr_rerank,bm25,44,100,bm25_only,86,77,9,0,47,59,0.895348837209,0.104651162791,0.546511627907,0.686046511628
direct_mmr_rerank,bm25,45,100,shared,9,8,1,0,0,5,0.888888888889,0.111111111111,0,0.555555555556
direct_mmr_rerank,bm25,45,100,method_only,91,37,54,0,15,26,0.406593406593,0.593406593407,0.164835164835,0.285714285714
direct_mmr_rerank,bm25,45,100,bm25_only,91,82,9,0,32,76,0.901098901099,0.0989010989011,0.351648351648,0.835164835165
direct_mmr_rerank,bm25,46,100,shared,29,25,4,0,4,5,0.862068965517,0.137931034483,0.137931034483,0.172413793103
direct_mmr_rerank,bm25,46,100,method_only,71,8,63,0,2,4,0.112676056338,0.887323943662,0.0281690140845,0.056338028169
direct_mmr_rerank,bm25,46,100,bm25_only,71,62,9,0,26,35,0.87323943662,0.12676056338,0.366197183099,0.492957746479
direct_mmr_rerank,bm25,47,100,shared,15,5,10,0,0,0,0.333333333333,0.666666666667,0,0
direct_mmr_rerank,bm25,47,100,method_only,85,29,56,0,6,11,0.341176470588,0.658823529412,0.0705882352941,0.129411764706
direct_mmr_rerank,bm25,47,100,bm25_only,85,55,30,0,25,31,0.647058823529,0.352941176471,0.294117647059,0.364705882353
direct_mmr_rerank,bm25,48,100,shared,9,4,5,0,2,3,0.444444444444,0.555555555556,0.222222222222,0.333333333333
direct_mmr_rerank,bm25,48,100,method_only,91,21,70,0,8,17,0.230769230769,0.769230769231,0.0879120879121,0.186813186813
direct_mmr_rerank,bm25,48,100,bm25_only,91,48,43,0,30,43,0.527472527473,0.472527472527,0.32967032967,0.472527472527
direct_mmr_rerank,bm25,49,100,shared,11,8,3,0,2,2,0.727272727273,0.272727272727,0.181818181818,0.181818181818
direct_mmr_rerank,bm25,49,100,method_only,89,25,64,0,4,6,0.280898876404,0.719101123596,0.0449438202247,0.0674157303371
direct_mmr_rerank,bm25,49,100,bm25_only,89,69,20,0,5,18,0.775280898876,0.224719101124,0.0561797752809,0.202247191011
direct_mmr_rerank,bm25,50,100,shared,16,12,4,0,2,2,0.75,0.25,0.125,0.125
direct_mmr_rerank,bm25,50,100,method_only,84,32,52,0,2,6,0.380952380952,0.619047619048,0.0238095238095,0.0714285714286
direct_mmr_rerank,bm25,50,100,bm25_only,84,64,20,0,10,29,0.761904761905,0.238095238095,0.119047619048,0.345238095238
direct_mmr_rerank,bm25,1,1000,shared,754,311,443,0,77,164,0.412466843501,0.587533156499,0.102122015915,0.2175066313
direct_mmr_rerank,bm25,1,1000,method_only,246,30,216,0,6,20,0.121951219512,0.878048780488,0.0243902439024,0.0813008130081
direct_mmr_rerank,bm25,1,1000,bm25_only,246,16,230,0,0,1,0.0650406504065,0.934959349593,0,0.00406504065041
direct_mmr_rerank,bm25,2,1000,shared,449,179,270,0,73,93,0.398663697105,0.601336302895,0.162583518931,0.207126948775
direct_mmr_rerank,bm25,2,1000,method_only,551,60,491,0,30,32,0.10889292196,0.89110707804,0.05444646098,0.0580762250454
direct_mmr_rerank,bm25,2,1000,bm25_only,551,24,527,0,0,1,0.043557168784,0.956442831216,0,0.00181488203267
direct_mmr_rerank,bm25,3,1000,shared,767,365,402,0,92,207,0.475880052151,0.524119947849,0.119947848761,0.269882659713
direct_mmr_rerank,bm25,3,1000,method_only,233,55,178,0,23,49,0.236051502146,0.763948497854,0.0987124463519,0.210300429185
direct_mmr_rerank,bm25,3,1000,bm25_only,233,37,196,0,0,9,0.158798283262,0.841201716738,0,0.0386266094421
direct_mmr_rerank,bm25,4,1000,shared,797,278,519,0,64,132,0.348808030113,0.651191969887,0.0803011292346,0.165621079046
direct_mmr_rerank,bm25,4,1000,method_only,203,49,154,0,27,38,0.241379310345,0.758620689655,0.133004926108,0.187192118227
direct_mmr_rerank,bm25,4,1000,bm25_only,203,16,187,0,0,1,0.0788177339901,0.92118226601,0,0.00492610837438
direct_mmr_rerank,bm25,5,1000,shared,765,374,391,0,133,252,0.488888888889,0.511111111111,0.17385620915,0.329411764706
direct_mmr_rerank,bm25,5,1000,method_only,235,51,184,0,16,31,0.217021276596,0.782978723404,0.068085106383,0.131914893617
direct_mmr_rerank,bm25,5,1000,bm25_only,235,47,188,0,5,19,0.2,0.8,0.0212765957447,0.0808510638298
direct_mmr_rerank,bm25,6,1000,shared,657,339,318,0,237,291,0.51598173516,0.48401826484,0.360730593607,0.442922374429
direct_mmr_rerank,bm25,6,1000,method_only,343,96,247,0,65,90,0.279883381924,0.720116618076,0.189504373178,0.262390670554
direct_mmr_rerank,bm25,6,1000,bm25_only,343,39,304,0,12,18,0.113702623907,0.886297376093,0.0349854227405,0.0524781341108
direct_mmr_rerank,bm25,7,1000,shared,775,465,310,0,294,309,0.6,0.4,0.37935483871,0.398709677419
direct_mmr_rerank,bm25,7,1000,method_only,225,80,145,0,51,55,0.355555555556,0.644444444444,0.226666666667,0.244444444444
direct_mmr_rerank,bm25,7,1000,bm25_only,225,38,187,0,2,4,0.168888888889,0.831111111111,0.00888888888889,0.0177777777778
direct_mmr_rerank,bm25,8,1000,shared,594,229,365,0,81,153,0.385521885522,0.614478114478,0.136363636364,0.257575757576
direct_mmr_rerank,bm25,8,1000,method_only,406,94,312,0,52,84,0.231527093596,0.768472906404,0.128078817734,0.206896551724
direct_mmr_rerank,bm25,8,1000,bm25_only,406,35,371,0,0,3,0.0862068965517,0.913793103448,0,0.00738916256158
direct_mmr_rerank,bm25,9,1000,shared,752,272,480,0,58,108,0.36170212766,0.63829787234,0.0771276595745,0.143617021277
direct_mmr_rerank,bm25,9,1000,method_only,248,24,224,0,5,9,0.0967741935484,0.903225806452,0.0201612903226,0.0362903225806
direct_mmr_rerank,bm25,9,1000,bm25_only,248,20,228,0,1,2,0.0806451612903,0.91935483871,0.00403225806452,0.00806451612903
direct_mmr_rerank,bm25,10,1000,shared,791,403,388,0,160,264,0.509481668774,0.490518331226,0.202275600506,0.333754740834
direct_mmr_rerank,bm25,10,1000,method_only,209,65,144,0,28,49,0.311004784689,0.688995215311,0.133971291866,0.234449760766
direct_mmr_rerank,bm25,10,1000,bm25_only,209,27,182,0,2,7,0.129186602871,0.870813397129,0.00956937799043,0.0334928229665
direct_mmr_rerank,bm25,11,1000,shared,800,336,464,0,72,133,0.42,0.58,0.09,0.16625
direct_mmr_rerank,bm25,11,1000,method_only,200,30,170,0,0,3,0.15,0.85,0,0.015
direct_mmr_rerank,bm25,11,1000,bm25_only,200,31,169,0,6,10,0.155,0.845,0.03,0.05
direct_mmr_rerank,bm25,12,1000,shared,729,295,434,0,62,152,0.404663923182,0.595336076818,0.0850480109739,0.208504801097
direct_mmr_rerank,bm25,12,1000,method_only,271,55,216,0,19,33,0.20295202952,0.79704797048,0.070110701107,0.121771217712
direct_mmr_rerank,bm25,12,1000,bm25_only,271,32,239,0,6,14,0.118081180812,0.881918819188,0.0221402214022,0.0516605166052
direct_mmr_rerank,bm25,13,1000,shared,744,339,405,0,98,239,0.45564516129,0.54435483871,0.131720430108,0.32123655914
